movieCd,userid,score
20158951,5,1
20154902,2,1
20155423,4,1
20159510,1,3
20157603,1,3
20122702,5,5
20161825,5,5
20070072,1,5
20150202,2,4
20161525,3,5
20161908,3,2
20161689,4,1
20040637,3,1
19730103,4,5
19748209,2,1
19730055,5,3
20155260,3,1
19990076,2,1
20080858,5,3
19940067,5,5
20040751,3,5
19830087,2,1
19748214,3,2
19618014,5,5
19860064,1,1
19560044,2,4
19778235,4,5
19808191,2,3
19760110,3,5
20135531,2,4
20150725,4,1
20020191,3,3
20159059,2,5
20161702,2,2
20161541,4,4
20090237,2,3
20060218,1,2
20119527,1,3
20050326,5,5
19980003,5,4
19940005,5,4
20161792,4,2
20150762,5,5
20161263,5,1
20161691,4,4
20161823,4,3
20161624,1,3
20161690,3,5
20150475,2,3
20161381,2,1
20150483,4,1
20113722,2,5
20158835,3,4
19728178,3,1
20100264,4,4
19790024,2,4
19998583,1,1
20159445,1,5
20161661,1,1
20030413,5,3
20122916,2,3
20154132,1,4
19780033,2,5
20138623,2,4
20000018,5,5
20070556,2,3
20050055,5,1
20161787,4,5
20161784,1,3
20161582,5,2
19970021,3,1
20157569,1,4
20161501,5,1
20155406,4,5
20161741,4,1
20158143,2,4
20161441,2,2
20161526,1,2
20151026,5,3
20154861,3,2
20159122,3,4
20070511,1,1
20158983,2,1
20158826,1,4
20090389,4,4
20161714,4,5
20161713,2,5
20161711,5,3
20161710,2,1
20161709,5,3
20161707,5,1
20161706,2,1
20161705,5,3
19398007,1,5
20161704,2,3
20119153,5,3
20060265,5,1
19940034,1,2
20161686,5,1
20151028,5,4
20161564,4,5
20161563,5,5
20161542,5,4
20161341,1,3
20159311,4,2
20159428,1,3
20154163,2,5
20150873,1,4
20040571,5,5
20121221,4,3
19930062,4,4
19910035,1,1
19880047,4,4
20090136,3,1
20154674,2,2
20156164,4,1
20125332,1,1
20111918,3,3
20161623,2,4
20161622,5,1
20161567,5,2
20159967,4,3
20159509,2,4
20135899,3,3
20147529,3,3
20100197,5,2
20137047,4,5
20151024,3,3
20161602,2,4
20155088,4,5
20154953,1,4
20158885,1,2
20158882,1,4
20158462,4,2
20158883,5,1
20158703,2,5
20155563,1,2
20145021,1,4
20156982,1,3
20150453,4,1
20141002,5,4
19900098,3,5
19768232,2,2
19750002,2,4
19600051,3,2
20142141,2,3
20161361,1,4
20154561,1,3
20161362,1,4
20150461,2,4
20161463,5,5
20159199,4,1
20154521,5,5
20161422,3,5
20161421,4,5
20151127,3,4
20149827,1,1
19940033,2,4
20060005,4,3
20080050,4,5
20152621,3,2
20112221,3,5
20150846,2,4
20150944,5,1
20152368,2,5
20141583,3,1
20122477,3,5
20150887,5,1
20150150,5,5
19670007,3,1
20151153,2,2
20157158,3,4
19648032,1,3
20080653,2,5
20158834,3,4
20078843,1,4
20161405,3,4
20154001,3,2
20158953,1,1
20150494,2,3
20161301,4,1
20158013,5,2
20150264,5,5
20158905,1,5
20134126,4,2
20157024,5,4
20153503,5,1
20152582,2,3
20150259,3,2
20155901,2,4
20150024,1,4
20155422,4,3
20151025,3,5
20081403,3,5
20101113,4,4
20081649,1,5
20161343,5,2
20100256,3,2
20100198,3,5
20100129,2,4
20090939,1,1
20090327,3,2
20080968,1,5
20150607,2,2
20150606,3,1
20158909,4,2
20150508,3,1
20150848,3,5
20150507,4,3
20149957,2,5
20150583,3,4
20150582,2,2
20153087,5,4
20159966,1,4
19540028,3,3
20149680,5,1
20050324,5,4
20150528,5,5
20150527,3,1
20150943,5,5
20151154,1,2
20129866,5,1
20161303,2,4
20108161,4,1
20161305,2,4
19940432,4,1
20161306,2,5
20161321,2,3
20161322,3,1
20161323,1,4
20161327,5,4
19970293,4,4
20161302,1,3
20149684,5,2
20161241,1,4
20090926,4,2
20159531,3,4
20081090,5,3
20080611,1,1
20136910,1,3
19920091,2,5
19950037,5,2
20149457,3,4
20142403,4,2
20125648,1,4
20150301,2,4
20030043,2,3
20157563,2,2
20161285,5,4
20161281,1,5
20161276,4,5
20010015,1,5
20050064,4,3
20030400,2,4
20154341,4,2
20100300,3,4
20090146,5,4
20090562,5,1
20157042,2,4
20110313,3,1
20149120,5,2
20150568,1,1
20150923,2,5
20150888,2,3
20150624,4,4
20150847,1,4
20150545,2,5
20158145,1,2
20136568,3,1
20154141,1,5
20151231,4,5
20148667,1,3
20141703,4,1
20159960,2,1
20151203,2,1
20151191,4,4
20151188,3,5
20151187,5,1
20151185,1,4
20151184,4,4
20151183,5,5
20151179,1,1
20151182,2,4
20151180,4,3
20151178,1,5
20151177,4,3
20151176,2,1
20151175,4,5
20151174,5,4
20151173,4,1
20151172,5,2
20136887,1,2
20151171,4,2
20154904,3,1
20151170,5,5
20151169,4,2
20158954,4,3
20156047,5,1
20151168,1,5
20151167,4,1
20154242,2,1
20157191,1,2
20151152,3,3
20151151,3,3
20151150,3,5
20151149,4,1
20151148,1,3
20121421,2,3
20151126,2,5
20151125,2,4
20151112,1,2
20158889,2,1
20157197,1,1
20150704,3,3
20151091,2,1
20151090,1,1
20071053,1,3
20151029,3,2
20151027,1,5
20150379,2,4
20150506,1,2
20129156,4,5
19558050,3,1
20111253,4,5
20136810,3,5
20100988,5,5
20150392,5,2
20150584,1,1
20150505,5,1
20150511,1,5
20150513,2,4
20150504,2,4
20150752,1,1
20159540,1,2
20150524,3,5
19790070,4,5
20157591,3,1
20101408,4,3
19378007,3,4
20040805,4,3
20157565,4,3
19548011,4,5
19618005,3,3
20150861,5,1
19800015,4,3
20150124,4,3
20150384,3,4
20159025,1,1
20157564,2,4
20154385,5,4
20154379,4,4
20068926,3,1
20154422,2,2
20159434,5,5
20154456,5,3
20159436,3,4
20154497,1,4
20154376,2,2
20050219,2,5
20060257,1,4
20060112,5,1
20060279,4,1
20050237,2,1
20040617,3,4
20060224,4,4
20040750,1,2
20050306,3,5
20050345,2,2
20050261,3,2
20050013,3,2
20060357,1,3
20050141,3,1
20060051,3,1
20060124,4,5
20150909,3,1
20150908,5,4
20144172,3,3
20150906,3,5
20150904,2,1
20150907,3,2
20150905,2,4
20150476,3,2
20150303,1,4
20150544,4,3
20150665,2,4
20150463,2,3
20150623,2,5
20153702,1,5
20150643,4,4
20158925,1,2
20150642,5,5
20150726,2,1
20154394,2,1
20154371,3,4
20159429,5,4
20158981,2,2
20159433,3,3
20159435,3,3
20088450,5,3
20159685,3,3
20157624,2,5
20159291,1,1
20157750,1,1
20159287,1,2
20159430,1,3
20156907,5,3
20159293,5,1
20159292,1,3
20159426,1,4
20159288,1,5
20159437,5,5
20159295,4,4
20159431,2,3
20050174,2,3
20159909,5,3
20132103,1,5
20137943,4,3
20159289,4,4
20159027,1,4
20070017,3,3
20060848,2,3
19988176,3,5
20150222,4,5
20159336,3,2
20159112,4,4
20159111,4,2
20157195,2,5
20158408,2,3
20080043,1,4
20159507,1,1
20080663,4,5
20150376,1,5
20159803,5,3
20155383,4,1
20122787,2,3
20112808,4,3
20138712,1,2
20123386,2,4
20141706,3,4
20158829,4,4
20134801,5,5
20101039,2,1
20131206,5,3
20132797,4,2
20101003,5,5
20135543,3,2
20101221,5,1
20110612,5,4
20125686,5,1
20040441,3,5
20090075,5,3
19880173,3,1
20158411,5,1
20050162,3,5
20159583,3,4
20150149,4,5
20150414,4,3
20157501,5,3
20159215,4,4
20150465,2,1
20100975,1,3
20150562,3,1
20135521,5,2
20153282,4,4
19548013,4,4
20134435,5,3
20134345,3,1
20030272,2,5
20150182,1,1
20156969,1,5
20153521,1,3
20158439,5,4
20136025,5,4
20150282,4,2
20150283,4,4
20150043,3,3
20090822,3,5
20111486,2,1
20135916,5,3
20127185,4,5
20111256,5,2
20150526,5,2
20148607,1,1
20150525,4,5
20111255,3,2
20040683,3,5
20158492,5,4
20150512,4,4
20111258,5,3
20155009,1,2
20150509,2,4
20150503,1,5
20150389,1,3
20150431,1,5
20150433,1,4
20150451,5,5
20150455,2,1
20150457,3,1
20150489,1,4
20050300,5,5
20150472,4,3
20150462,2,2
20030284,2,1
20090517,3,4
20020096,4,5
19860162,2,5
20150454,5,5
20129607,4,2
20101236,1,3
20147090,2,4
20137566,3,5
20125005,2,4
20157065,1,3
20156754,2,3
20155602,3,1
20155690,4,3
19820052,5,3
19789099,5,3
20156353,5,1
20156925,3,1
20156962,2,2
20156755,4,1
20126006,2,5
20159786,5,3
20158975,2,2
20159740,2,5
19960032,1,3
20100051,3,5
20141108,2,3
20080174,2,2
20153031,2,4
20155202,4,5
20150386,1,3
20150388,3,2
20150409,3,3
20150430,4,1
20150882,1,2
20150885,1,1
20157202,3,2
20156050,1,2
20150390,2,3
20157211,5,3
20154848,1,3
20154855,3,1
20150342,5,4
20150344,4,3
19830120,2,3
20150302,4,5
20110371,4,3
20156146,4,5
20141081,5,2
20081512,4,5
20159365,4,2
20149299,5,2
20156275,3,2
20159604,4,2
20157096,2,3
20155725,5,4
20156166,1,3
20127203,5,3
20080341,3,5
20158501,2,2
20158491,2,4
20151582,5,4
20133681,3,1
20141614,1,5
20152265,3,3
20139801,1,5
20159353,4,2
20153314,2,4
20158487,5,4
20156530,5,1
20156529,4,5
20150371,3,2
20151085,1,2
20158422,1,5
20158800,2,4
20158791,3,3
20151088,4,2
20158490,2,3
19810065,5,1
20158493,2,2
20151946,5,1
20159024,5,3
20158587,4,3
20158586,2,3
20156533,4,4
20153162,5,2
20158425,5,1
20150449,4,2
20159196,2,2
20158528,3,1
20150368,3,4
20150247,2,5
20158527,4,3
20154966,3,2
20152272,4,1
20158775,3,1
19558011,1,4
20157702,3,2
20144683,5,4
20070395,5,5
20157784,4,2
20159335,3,5
20157704,5,3
20058427,3,3
20135763,3,5
20154963,5,2
19940028,1,2
19868234,3,4
20155478,1,3
20157503,3,2
20144422,3,2
19960056,1,3
20159663,5,1
20129237,5,1
20158354,5,4
20138982,3,4
20119770,3,2
20147684,1,2
20142241,3,4
20159421,4,3
20155063,4,4
20156732,3,3
20142422,4,3
20155927,4,3
20159521,1,4
20150061,1,3
20156796,2,2
20158356,2,3
20156843,5,2
20133881,3,2
20152661,3,1
20156707,5,1
20143107,5,3
20157567,4,4
20159357,1,1
20159356,5,5
20149269,1,1
20142282,4,1
20159334,2,2
20156643,1,3
20153083,3,2
20159101,2,1
20155737,5,1
20159064,5,2
20159002,3,2
20159901,3,1
20159285,4,1
20150522,1,4
20156967,4,3
20158670,4,2
20158148,1,4
20157175,3,4
20157590,4,4
19968712,2,1
20157986,5,5
20158412,1,2
20145085,5,4
20121095,3,3
20158987,1,2
20159432,3,5
20125329,5,3
20158845,5,4
20157062,1,3
20158410,2,3
20156681,2,2
20080894,5,2
20159804,3,5
20158623,4,4
20158986,2,4
20147718,1,2
20158924,1,4
20158409,1,1
20157883,3,3
20155275,2,3
20158576,5,4
20151482,4,5
20136292,1,1
20080065,4,3
20149528,5,5
20153981,1,4
20060033,2,3
20120112,1,2
19988804,4,5
20121794,1,5
20080854,1,4
19838262,5,2
19798156,3,4
20020020,4,5
20080851,4,1
20158832,4,4
20152723,2,5
20158827,3,1
20090445,4,3
20121741,2,5
20135898,3,2
20157467,3,3
20157830,5,2
20141161,2,4
20156758,5,1
20078266,3,3
20050365,4,1
20157589,4,5
20158327,1,1
20156943,5,1
20158846,1,5
20158805,1,2
20158922,2,2
20158985,3,3
20156162,4,1
20159142,4,5
19980042,5,2
20157194,3,2
20157193,1,2
20158198,1,3
20100510,3,4
20080591,1,2
20100353,1,5
19480012,3,1
19900261,2,1
20157832,3,2
20157835,2,4
20159023,5,2
20158923,5,4
20081136,4,1
19598036,3,4
20101123,2,1
20080256,2,4
20149543,1,1
20152182,1,1
20152871,4,4
20151481,2,4
20156360,4,3
20148843,2,1
20156570,4,1
20040624,2,2
19820063,5,3
19850005,4,3
20159110,3,5
20159109,4,4
20159108,4,2
20159107,2,1
20159106,3,1
20159105,3,1
20159104,4,2
20159100,5,4
20159099,2,3
20159098,2,3
20159097,3,1
20159094,1,2
20159093,2,2
20159092,4,1
20159089,4,5
20159078,2,5
20159087,5,1
20159086,3,2
20159085,2,1
20050153,2,5
20159084,1,2
20159083,2,1
20159082,3,1
20159080,4,4
20159079,2,1
20157192,2,5
19960043,2,5
20159077,2,3
20159076,3,3
20159075,4,1
20159074,2,3
20159073,2,3
20159072,4,3
20159070,5,3
20159066,2,1
20159060,3,3
19960113,1,1
20090421,1,1
20144881,5,4
20134856,4,1
20159026,4,4
20129238,4,4
20157176,4,1
19978679,5,2
20157831,2,1
20157785,3,5
20155274,4,3
20060443,4,3
20028728,1,5
20080733,1,4
20121827,1,3
20158980,4,1
20158979,1,5
20141349,4,1
20141348,4,1
20141346,1,2
20148391,1,1
20132207,2,3
20132210,5,2
20121270,5,4
20157833,3,2
20148392,1,5
19998846,5,3
20132209,4,2
20157834,5,1
20121269,1,2
20119436,1,3
20011570,1,1
20154343,3,5
20031067,3,4
20158203,1,1
20137561,3,1
20126528,4,4
20147618,3,1
20147619,4,5
20158262,5,5
20158486,1,2
20158749,1,2
20158748,4,4
20155010,2,3
20157705,2,1
20157290,3,3
20155740,3,4
20145258,1,4
20157292,3,2
20152121,2,5
20156385,4,5
20158465,1,3
20155054,1,4
20155386,5,4
20156973,3,3
20155546,5,3
20155536,5,1
20155738,4,4
20122869,2,3
20122062,2,4
20111492,2,5
20122499,2,3
20111004,4,2
20122079,5,3
20126067,4,2
20120042,2,1
20120043,3,2
20154968,2,2
20070510,2,3
20154492,3,5
20147587,4,4
20150442,4,3
20070486,4,2
20156869,3,3
20158427,5,2
20152263,1,5
20152141,2,3
20152127,2,4
20152126,1,3
20152123,1,1
20152122,5,5
20152075,5,2
20152069,2,4
20152278,4,1
20152285,3,5
20152284,4,1
20152294,2,5
20152301,1,5
20152286,1,3
20152283,4,2
20152271,1,3
20152268,1,1
20112212,1,2
20070207,4,3
20158862,4,3
20156795,3,5
20159703,4,5
20158843,1,1
20158844,2,4
19788190,5,5
20098280,2,2
20158804,2,2
20156695,3,3
20156844,2,5
20156845,4,2
20154737,3,1
20158793,1,3
20158792,3,2
20158790,3,2
20158746,2,1
20070399,5,3
20070401,3,3
20158671,5,3
20040567,1,4
20158701,3,1
20158624,1,2
20157432,3,3
20040671,4,1
20156424,4,2
20155646,4,3
20150831,5,1
20156629,2,3
20030439,3,2
20110018,3,5
20156383,5,4
20155101,4,3
20149505,4,3
20122094,1,2
20158572,2,5
20158552,5,4
20158532,1,4
20113631,4,4
20158519,2,2
20158096,3,5
19488007,4,3
20132292,1,2
20158442,1,5
20132303,5,3
20137335,1,4
20138331,2,2
20135503,5,1
20130334,3,4
19790004,2,2
20135443,1,2
20101281,5,5
20149415,2,3
20155537,4,1
20111021,3,4
20139823,4,1
20155903,3,4
20050082,1,2
20156442,5,3
20158149,4,4
20149961,1,5
20149202,2,2
20155763,1,5
20154729,2,3
20155277,4,3
20155224,4,1
20157218,4,2
20157933,4,5
20155204,1,2
20157929,4,3
20152072,5,1
20157109,3,5
20157295,1,5
20150921,3,4
20158103,2,2
20151086,4,4
20157508,5,5
20158191,5,4
20158193,1,2
20158194,1,2
20128026,1,5
20158190,5,1
20158189,5,3
20136573,2,2
20158188,3,4
20158187,1,1
20128115,3,4
20158186,1,2
20156842,2,2
20141761,2,3
20156698,1,4
20156645,4,3
20159234,1,3
20156764,2,3
20156760,1,5
20156699,2,3
20156757,3,1
20156422,5,2
20121455,3,2
20147558,2,3
20147649,5,2
20147900,2,1
20144001,4,4
20140207,3,3
20133667,5,2
20156461,5,3
20156647,3,1
20156691,3,1
20156672,5,1
20156690,4,3
20156687,1,1
20135071,5,1
20156648,5,5
20156688,3,2
20070054,2,1
20157507,1,5
20158163,4,5
20158160,2,3
20158159,3,2
20158158,5,1
20158157,4,4
20134388,2,1
20134382,3,5
20126251,4,5
20158156,5,2
20158155,5,2
20158154,2,3
20072105,5,1
20158153,1,5
20155824,1,3
20158152,4,1
20110093,5,4
20148381,4,4
20157509,5,4
20158130,1,4
20158129,3,5
20158128,5,5
20141369,2,3
20158125,2,5
20158118,4,5
20158112,3,4
20158108,1,3
20158104,5,3
20156671,2,4
20156694,3,1
20156697,5,1
20154345,4,3
20157732,2,4
20156693,2,1
20153202,1,5
20156689,4,3
20156696,2,1
20156700,5,4
20119601,4,3
20156669,2,5
19990243,3,2
20090481,3,3
20157500,5,3
20158095,4,1
20113634,3,1
20158094,3,4
20158092,4,4
20158060,1,1
20157499,2,4
20157289,1,4
20158057,1,4
20150064,3,1
20158056,3,5
20158055,5,3
20141103,2,1
20158054,4,1
20158053,3,2
20158052,3,3
20158051,4,3
20158049,3,3
20158048,4,5
20158046,1,5
20157257,1,5
20143502,3,1
20144481,3,2
20134800,3,2
20112695,2,4
20113201,2,1
20132299,5,2
20158020,3,5
20156870,2,1
19628013,3,2
20111409,1,5
20156740,1,4
20156739,4,1
20156738,4,1
20158018,1,4
20136742,1,1
20158017,1,2
20156044,3,1
20158225,1,5
20148423,3,1
20158226,2,3
20136550,4,2
20113381,2,4
20158016,3,2
20158015,5,4
20141663,2,5
20156737,3,2
20157491,5,1
20158012,5,5
20155968,1,5
20158011,4,3
20158010,3,1
20158009,2,1
20158008,5,3
20158007,1,5
20158000,2,4
20157999,3,5
20157997,5,1
20157996,2,5
20157995,2,5
20157994,1,2
20157993,2,2
20157992,2,3
20157991,4,1
20157990,5,5
20156252,2,4
20157978,4,2
20157977,1,1
20157976,3,5
20157975,1,3
20157974,3,1
20157973,1,1
20156733,3,4
20090815,5,5
20090042,5,2
20050015,3,4
20155826,2,1
20050189,1,5
20100107,2,2
20119337,5,1
20157942,3,3
20157940,4,3
20157939,2,5
20157938,2,5
20157937,1,5
20157936,2,3
20157935,4,3
20157934,5,3
20157932,1,4
20157931,1,1
20157928,1,4
20158861,1,3
20157927,4,1
20157926,2,2
20157924,2,1
20157920,4,4
20157919,5,4
20157918,4,4
20157917,1,4
20157916,4,1
20157915,3,4
20157914,4,5
20157913,2,4
20157911,1,3
20157910,5,1
20157908,4,4
20157907,4,1
20155655,4,1
20030441,1,4
20155490,5,1
20157196,4,1
20154730,2,2
20157162,3,3
20154601,2,5
20150703,2,3
20154301,1,3
20157190,3,4
20156824,5,2
20157866,5,4
20157865,3,2
20157864,4,5
20157147,5,3
20134044,3,2
20136558,2,3
20070396,4,3
19278002,3,1
19980230,5,4
20101199,5,1
20080605,2,4
19880159,4,5
19420001,3,4
20128746,2,2
20145203,5,3
20145042,1,2
20156944,4,5
20155276,1,1
20152745,4,1
20124936,5,3
20152061,1,5
20157498,2,2
20157786,1,5
20157117,3,3
20157770,1,5
20157769,1,3
20159308,3,5
20157497,4,4
20157768,2,1
20141365,3,3
20157767,5,5
20157765,2,5
20157764,1,4
20157763,2,4
20157762,3,3
20153514,5,2
20157733,3,5
20152870,4,1
19980024,5,4
20149511,2,5
20157731,2,3
19900076,5,2
20142624,5,1
20111770,2,5
19818150,5,4
20149672,4,3
20158722,5,5
20157863,4,2
20140459,4,3
20088656,1,1
20020255,2,4
20100001,5,1
20061289,2,5
20148709,2,4
20136404,2,4
20157687,4,4
20153563,3,5
20157686,2,2
20157496,1,3
20157685,5,5
20157684,2,4
20157683,1,3
20157660,5,5
20155565,3,1
20157495,3,5
20157659,1,1
20159943,2,1
20157381,1,5
20159871,4,1
19930032,5,1
20157494,1,4
20149990,2,4
20136804,1,5
20136597,4,4
20111139,4,4
20122306,3,4
20157493,5,2
20134452,1,4
20157638,5,5
20134292,2,3
19950040,2,3
20156945,5,1
20154491,2,3
20136921,4,2
20101110,3,1
20081558,3,3
20154161,3,3
20155021,2,5
20156961,1,4
20157444,3,3
20155282,4,1
20155322,3,5
20158949,1,5
20154732,2,3
20154541,3,4
20155057,3,5
20000298,5,1
20156674,1,3
20081453,3,5
20157511,3,1
20157510,4,5
20157384,4,3
19920084,5,3
20080898,2,4
19678091,4,4
20156808,2,1
20155547,5,1
20158702,1,5
20152042,5,3
20142623,1,1
20038039,2,4
20152124,1,5
19380009,4,1
20155809,1,1
20155808,3,4
20101278,3,3
20127508,5,2
20127106,1,1
20131462,3,3
20123004,3,5
20127509,5,1
20157487,5,4
20144445,2,3
20157443,3,5
20157442,4,4
20155408,1,5
20157439,2,1
20147620,4,3
20141902,2,4
20157438,3,5
20157437,1,4
20157405,2,4
20155657,2,1
20157404,3,5
20157403,4,4
20157402,2,1
20157400,1,1
20157399,3,5
20157398,2,3
20157397,4,4
20157396,2,3
20157395,2,5
20100167,3,4
20157297,3,5
20155286,4,2
20150445,4,2
20157296,4,4
20157294,2,3
20157293,4,1
20157291,5,1
20157288,2,3
20157287,5,5
20157286,2,4
20157284,2,4
20157283,4,5
20157282,4,4
20152269,1,4
20158421,3,2
20142678,1,4
20157270,2,3
20155225,2,5
20157259,3,4
20157256,3,5
20157255,4,1
20157254,4,3
20157250,2,3
20158794,2,5
20155534,5,4
20090185,2,5
20110020,5,5
20090634,2,4
20133863,2,3
20157174,1,1
20157173,3,3
20157172,5,5
20154631,5,1
20157170,3,5
20157166,5,2
20157165,5,2
20157157,5,5
20157156,2,4
20157154,1,1
20141085,3,4
20157152,5,3
20157148,2,3
20157207,3,5
20150425,4,2
20151083,5,3
20141206,1,4
20143543,3,3
20141962,4,1
19860068,1,3
20157134,2,2
20144384,2,4
20141525,1,4
20149393,2,3
20145469,4,1
19779003,3,1
20157115,5,2
19760006,1,2
20157114,1,2
20157113,2,4
20149710,5,5
20157112,4,1
20157111,4,4
20157110,2,1
20157108,2,1
20157107,5,2
20157106,5,4
20155668,1,5
20124776,3,2
19840045,5,2
20156637,2,5
20156553,2,4
20157035,2,4
20157034,2,3
20149259,2,1
20157028,3,2
20136061,4,4
20156390,1,2
20156710,3,3
20157026,2,2
20157025,4,2
20154740,4,5
20081363,4,1
20129836,1,1
20156896,2,5
20155491,5,5
20081718,3,2
20070641,2,4
20156939,3,1
20156938,5,5
20154372,1,4
20156937,3,5
20156935,5,2
20145472,5,1
20154203,4,3
20156934,2,4
20156933,2,4
20000016,1,1
20000013,1,2
20155866,3,4
20150249,1,2
19538019,3,3
19880150,1,5
19600003,4,3
20153201,1,4
20155562,1,2
20155639,2,2
20154807,4,1
20156518,2,1
20112771,4,4
19990043,2,5
20156868,4,3
20156867,3,1
20156866,5,1
20156863,3,2
20156864,5,1
20156862,5,4
20145146,1,4
20156828,2,3
20156829,3,3
20156827,3,4
20156826,1,1
20156825,2,3
20149930,5,1
20147255,2,2
20156517,1,3
20155583,4,5
20155584,2,5
20135733,5,3
19818112,3,4
20110162,4,2
20119511,5,1
20155344,3,5
20100057,4,3
20156762,2,2
20157227,3,3
20080887,5,5
20145201,4,2
19890250,4,5
20030080,3,1
20157846,4,1
20136803,1,2
20144507,4,3
20156101,5,4
20151901,3,5
20151682,3,2
20141701,3,2
20156103,1,4
20155222,4,5
19578010,5,1
20149100,2,4
20155002,5,5
20156205,4,5
20156282,5,4
20154727,2,3
20141610,3,5
20150002,1,3
20156634,2,1
20156633,3,1
20156632,4,3
20156631,1,3
20156630,5,3
20156584,5,1
19610051,3,1
19400016,2,3
20156569,3,3
20156568,2,3
20156567,3,1
20156566,2,1
20156206,5,5
20153681,3,4
20154805,4,4
20155272,4,2
20153682,1,2
20156222,3,5
19678014,3,4
20156515,1,2
20157522,3,4
20156514,1,1
20156513,4,3
20156512,1,4
20155991,2,4
20155022,3,1
20156511,2,5
20150119,3,2
20156510,2,2
20156509,1,2
20156508,2,5
20156507,5,5
20156506,5,5
20156505,3,3
20156504,4,3
20156503,1,4
20156500,4,2
20156499,2,5
20156497,2,3
20156496,1,4
20156466,1,5
20156465,4,2
20156464,4,2
20156463,5,2
20156453,4,5
20145381,1,1
20156452,5,3
20156451,5,3
20150103,4,2
20156450,2,1
20156449,1,3
20157382,2,1
20156448,1,5
20156447,2,4
20156446,4,2
20156445,4,2
20156444,2,1
20156443,5,4
20156048,5,5
20156425,2,1
20156426,2,3
20156423,3,4
20081513,4,2
20148883,4,3
20159041,4,4
20138607,2,5
20112061,2,1
19798135,4,4
20100509,5,2
20156391,5,5
20156388,2,5
20156387,1,5
20156384,2,5
20156382,1,3
20136565,1,5
20070185,3,2
20148602,3,2
20153422,4,3
20155026,1,5
20155025,4,5
20145165,2,1
20040756,4,5
20060166,5,2
20112303,3,3
20155658,2,2
20154738,4,3
20154739,4,5
20155323,2,4
20020168,5,3
20030047,5,1
20100810,4,2
20030104,5,2
20050093,3,5
20070603,3,1
20156904,3,3
20155535,5,5
20154764,1,5
20030328,2,2
20040549,2,3
20060212,3,3
20148829,2,2
20143727,3,1
20154462,5,1
20154461,4,4
20154448,3,2
20154460,4,2
20154458,5,4
20030401,2,4
20081686,2,3
20154390,5,5
20154775,2,5
20154373,3,3
20154465,5,3
20154396,2,5
20154398,5,1
20154455,5,3
20011630,5,4
20148828,4,2
20154421,2,5
20154378,3,3
20154380,3,5
20154344,4,4
20154397,5,5
20154463,1,4
20154364,1,1
20154363,1,1
20138281,3,4
20154496,5,2
20154453,1,3
20154426,4,1
20154481,5,1
20154486,3,4
20154369,2,5
20154384,5,4
20154375,3,4
20060069,4,4
20154366,5,1
20154459,4,4
20154382,4,4
20154387,4,3
20154381,1,2
20154449,2,4
20158146,4,5
20119606,3,4
20154781,1,3
20154454,3,4
20154450,1,1
20154483,4,1
20113791,3,2
20154485,2,2
20154389,2,1
20152502,2,1
20100787,3,1
20153677,3,2
19720017,3,5
19728080,3,3
19698129,2,3
19670054,5,3
19660041,3,4
19648072,2,1
19650038,3,2
20156366,4,3
20090613,5,1
19580073,5,3
20154323,3,1
20156323,4,5
20156302,2,3
20116061,5,3
20156283,3,2
19840088,5,4
20127184,3,4
20154621,1,3
20154243,3,5
19740115,4,3
20081029,3,5
19748218,3,2
20119507,1,2
20155169,5,1
20050258,3,2
20151521,4,2
19880236,1,2
20149674,5,4
20153025,5,1
20149491,3,5
19770055,1,1
20156078,3,3
20154772,3,2
20150801,3,2
20155345,4,1
20153363,2,3
20155413,5,2
20154763,1,2
20154770,4,3
20156165,1,2
20156008,3,2
20155884,4,1
19460021,1,2
20134588,2,1
20135261,2,5
20142131,2,1
20155163,1,3
20155686,5,5
20154863,4,3
20155139,2,4
20155131,1,5
19868022,3,2
20154823,1,2
20080029,3,5
20141529,4,5
20155862,5,2
20150922,3,1
20155164,5,3
20129212,5,3
20155880,5,4
20155281,1,2
20152022,4,5
20151421,4,5
20151201,5,5
20153022,1,5
20050332,2,4
20154780,3,2
20154774,3,5
20154784,4,5
20156077,2,3
20154806,4,4
20156076,1,5
20156075,2,3
20156074,3,1
20156073,4,5
20156072,3,5
20156071,1,2
20156070,4,1
20156069,3,2
20155749,4,2
20156068,1,4
20156067,2,3
20156066,1,4
20153064,1,3
20154771,2,3
20156060,2,2
20156065,4,2
20153680,4,5
20156064,2,1
20154782,3,4
20156059,5,2
20156058,5,1
20156057,5,5
20156056,1,1
20156055,3,1
20156054,1,2
20156053,4,3
20156052,2,1
20156051,3,4
20150101,3,2
20149822,5,3
20132082,3,1
20155990,3,2
20155989,2,3
19910094,4,4
20155970,3,4
20155969,1,1
20155966,3,2
20155965,5,3
20155964,1,3
20154773,2,3
20154766,1,1
20153075,5,1
20153073,5,4
19980262,5,2
20155939,3,1
20154186,5,3
20155938,3,3
20157490,2,2
20155937,3,3
20155936,5,1
20155935,1,1
20155934,1,1
20155933,2,4
20155932,1,2
20155931,5,2
20119434,5,3
20155844,4,2
20155840,1,5
20155839,4,5
20155838,1,1
20159878,5,5
20155825,1,2
20155837,5,2
20155836,3,4
20155835,3,3
19898370,1,3
19780054,3,5
19738165,4,4
20155807,4,1
19768233,2,5
19800112,1,2
19799055,5,3
20155785,2,1
20153066,4,3
20134484,1,4
20153069,4,3
20159062,1,4
20150424,2,1
20153065,4,3
20135114,2,3
20154322,1,3
