,pred
3241,0.9994396
3242,0.99658006
3243,0.99700713
3244,0.9890759
3245,0.995883
3246,0.9948436
3247,0.99272263
3248,0.99156374
3249,0.9979245
3250,0.9740584
3251,0.9983256
3252,0.99635786
3253,0.9981111
3254,0.99565053
3255,0.99028015
3256,0.9895191
3257,0.99633825
3258,0.9989506
3259,0.99747336
3260,0.9962745
3261,0.9997543
3262,0.996459
3263,0.9984349
3264,0.9922445
3265,0.99866545
3266,0.9977416
3267,0.9871081
3268,0.9936173
3269,0.9980626
3270,0.9926935
3271,0.9980553
3272,0.9919767
3273,0.9965763
3274,0.9988683
3275,0.99507916
3276,0.98564017
3277,0.99686545
3278,0.9977365
3279,0.9941708
3280,0.99523026
3281,0.9971057
3282,0.9965739
3283,0.9968282
3284,0.9854182
3285,0.9936573
3286,1.0
3287,0.9974681
3288,0.9978009
3289,0.9973078
3290,0.999568
3291,0.9971057
3292,0.9967593
3293,0.99350506
3294,0.99572587
3295,0.9987968
3296,0.9973788
3297,0.99673724
3298,0.99849427
3299,0.99565244
3300,0.99771214
3301,0.99613136
3302,0.98969936
3303,0.9927075
3304,0.9975904
3305,0.98963606
3306,0.9989692
3307,0.9934337
3308,0.9960053
3309,0.99733263
3310,0.95760834
3311,0.99751234
3312,0.9974079
3313,0.99570954
3314,0.9917558
3315,0.9934006
3316,0.9950819
3317,0.992081
3318,0.9983085
3319,0.9986848
3320,0.99687755
3321,0.9936569
3322,0.9976125
3323,0.9951092
3324,0.998411
3325,0.9980247
3326,0.99487835
3327,0.9948422
3328,0.99454737
3329,0.9970716
3330,0.99639237
3331,0.9940814
3332,0.9975513
3333,0.99764764
3334,0.96550405
3335,0.99464595
3336,0.9901853
3337,0.9954609
3338,0.9944484
3339,0.9970129
3340,0.98435414
3341,0.9762003
3342,0.99955577
3343,0.99550056
3344,0.99862933
3345,0.9980724
3346,0.9960758
3347,0.9961108
3348,0.9987644
3349,0.9967198
3350,0.99731106
3351,0.99468255
3352,0.997268
3353,0.99090564
3354,0.99514794
3355,0.998901
3356,0.9945903
3357,0.99514973
3358,0.9022099
3359,0.9976966
3360,0.99723923
3361,0.993749
3362,0.99762523
3363,0.9944776
3364,0.9964606
3365,0.9975291
3366,0.99094546
3367,0.9970112
3368,0.996754
3369,0.9955405
3370,0.99906397
3371,0.9942728
3372,0.99687517
3373,0.9957576
3374,0.99532646
3375,0.9894506
3376,0.9999964
3377,0.9970187
3378,0.9932631
3379,0.99814576
3380,0.9968162
3381,0.99761283
3382,0.98002243
3383,0.9969125
3384,0.993975
3385,0.9960933
3386,0.99814737
3387,0.99732697
3388,0.99352175
3389,0.99589336
3390,0.9980029
3391,0.99791384
3392,0.9941691
3393,0.9985199
3394,0.9961488
3395,0.99859774
3396,0.99416435
3397,0.9971913
3398,0.9936342
3399,0.997167
3400,0.99782
3401,0.9975855
3402,0.99682343
3403,0.9971814
3404,0.9983436
3405,0.9957257
3406,0.9981367
3407,0.99537826
3408,0.99716985
3409,0.9993521
3410,0.9960499
3411,0.99743867
3412,0.99764454
3413,0.99550265
3414,0.99646556
3415,0.99405754
3416,0.99674
3417,0.99658185
3418,0.9934831
3419,0.996988
3420,0.9835036
3421,0.9956736
3422,0.99394745
3423,0.9943137
3424,0.9939119
3425,0.9954732
3426,0.9950303
3427,0.99337626
3428,0.99770194
3429,0.9978121
3430,0.99724054
3431,0.99999726
3432,0.9971531
3433,0.9852718
3434,0.99700093
3435,0.9968527
3436,0.99750376
3437,0.9999716
3438,0.99498045
3439,0.99785244
3440,0.9955932
3441,0.9960246
3442,0.99583775
3443,0.99671775
3444,0.9961661
3445,0.9996737
3446,0.99460393
3447,0.99469066
3448,0.9980912
3449,0.9982328
3450,0.9989841
3451,0.99064505
3452,0.99459237
3453,0.99723923
3454,0.9955363
3455,0.9987023
3456,0.9907986
3457,0.98291266
3458,0.99710846
3459,0.9983226
3460,0.9974639
3461,0.9963368
3462,0.9965801
3463,0.99708724
3464,0.9972602
3465,0.9957185
3466,0.9948101
3467,0.99821347
3468,0.99775255
3469,0.9993472
3470,0.99582195
3471,0.99577236
3472,0.9974694
3473,0.99566114
3474,0.9953016
3475,0.99585724
3476,0.9977588
3477,0.99465126
3478,0.9943499
3479,0.99344856
3480,0.99470115
3481,0.9877536
3482,0.9979242
3483,0.99565566
3484,0.9733914
3485,0.99712646
3486,0.99530697
3487,0.99685633
3488,0.9966732
3489,0.9955716
3490,0.9974803
3491,0.9864273
3492,0.9988071
3493,0.99910927
3494,0.9973773
3495,0.99322677
3496,0.9820485
3497,0.9987185
3498,0.997522
3499,0.9971065
3500,0.996387
3501,0.9979707
3502,0.99496675
3503,0.99898
3504,0.9927363
3505,0.9961207
3506,0.99598026
3507,0.9843006
3508,0.99741435
3509,0.99800974
3510,0.9978874
3511,0.99956423
3512,0.9970856
3513,0.9978311
3514,0.99535525
3515,0.99448895
3516,0.99597275
3517,0.9835968
3518,0.9965694
3519,0.95343554
3520,0.9965361
3521,0.996882
3522,1.0
3523,0.99649966
3524,0.9961537
3525,0.9953528
3526,0.99825954
3527,0.9889283
3528,0.99971896
3529,0.983115
3530,0.9949623
3531,0.99593747
3532,0.97962177
3533,0.99941015
3534,0.9942173
3535,0.99781406
3536,0.99607843
3537,0.9970295
3538,0.99733806
3539,0.9942969
3540,0.9985486
3541,0.99475294
3542,0.99737644
3543,0.9946329
3544,0.99354494
3545,0.9741223
3546,0.9965813
3547,0.9940666
3548,0.996344
3549,0.9929781
3550,0.9970344
3551,0.9989282
3552,0.9966105
3553,0.99565923
3554,0.9991884
3555,0.997527
3556,0.9969709
3557,0.9912707
3558,0.9977956
3559,0.9960256
3560,0.9954565
3561,0.99704206
3562,0.99617594
3563,0.9995462
3564,0.9990071
3565,0.99658954
3566,0.9983319
3567,0.99500304
3568,0.995945
3569,0.9880471
3570,0.99742556
3571,0.9974302
3572,0.99718463
3573,0.9958995
3574,0.9761806
3575,0.9973246
3576,0.99452245
3577,0.9992498
3578,0.9932455
3579,0.98335457
3580,0.99911964
3581,0.99737513
3582,0.99738455
3583,0.98359025
3584,0.996256
3585,0.997357
3586,0.9947275
3587,0.99662364
3588,0.996307
3589,0.9976058
3590,0.9981868
3591,0.9974834
3592,0.9899788
3593,0.9959058
3594,0.9995325
3595,0.99657005
3596,0.9915783
3597,0.9984435
3598,0.99225855
3599,0.9959376
3600,0.99702996
3601,0.99958205
3602,0.99737304
3603,0.9965748
3604,0.9732281
3605,0.99643505
3606,0.9959706
3607,0.99965805
3608,0.998579
3609,0.9977048
3610,0.9996889
3611,0.9945357
3612,0.9993526
3613,0.9972944
3614,0.99718183
3615,0.99839276
3616,0.99959636
3617,0.9962378
3618,0.92703044
3619,0.9968132
3620,0.998954
3621,0.9850147
3622,0.9959557
3623,0.99309385
3624,0.99982834
3625,0.99836874
3626,0.99302477
3627,0.96549416
3628,0.9938369
3629,0.9936491
3630,0.99799997
3631,0.99757767
3632,0.99310774
3633,0.9956931
3634,0.99705577
3635,0.9962845
3636,0.9969338
3637,0.9946434
3638,0.991289
3639,0.99579334
3640,0.9969423
3641,0.9981805
3642,0.9581684
3643,0.99723816
3644,0.998239
3645,0.9974113
3646,0.9974445
3647,0.9968512
3648,0.9951284
3649,0.9731165
3650,0.9957528
3651,0.9970867
3652,0.99421215
3653,0.9943935
3654,0.9969622
3655,0.9953381
3656,0.9940096
3657,0.99647236
3658,0.9983776
3659,0.99604666
3660,0.9980482
3661,0.99651164
3662,0.99494207
3663,0.9948254
3664,0.9573288
3665,0.99690574
3666,0.9973223
3667,0.9650401
3668,0.99929214
3669,0.99751973
3670,0.9976716
3671,0.99686074
3672,0.99815667
3673,0.98089284
3674,0.9948878
3675,0.9623536
3676,0.9920751
3677,0.99747884
3678,0.99442804
3679,0.99715865
3680,0.9958594
3681,0.996953
3682,0.998143
3683,0.9898255
3684,0.99588835
3685,0.9971241
3686,0.9977764
3687,0.9990206
3688,0.9976893
3689,0.99761665
3690,0.9947354
3691,0.9870169
3692,0.9961957
3693,0.9974764
3694,0.9964271
3695,0.96308017
3696,0.9982365
3697,0.99923265
3698,0.9971488
3699,0.99694633
3700,0.9982809
3701,0.99783194
3702,0.9972719
3703,0.9973375
3704,0.99744594
3705,0.99713814
3706,0.9958749
3707,0.997153
3708,0.9995389
3709,0.995741
3710,0.9940301
3711,0.996423
3712,0.9988631
3713,0.99730587
3714,0.9948293
3715,0.9970014
3716,0.9991981
3717,0.9982827
3718,0.9631348
3719,0.999635
3720,0.9962199
3721,0.999576
3722,0.99757123
3723,0.9978057
3724,0.99748826
3725,0.9990648
3726,0.9988714
3727,1.0
3728,0.9974761
3729,0.9967633
3730,0.9959486
3731,0.99769855
3732,0.99693215
3733,0.99804074
3734,0.99601805
3735,0.9814099
3736,0.9960022
3737,0.9861212
3738,0.9961405
3739,0.99747443
3740,0.997231
3741,0.9920035
3742,0.99831647
3743,0.9962107
3744,0.99999833
3745,0.9962282
3746,0.99923986
3747,0.99881375
3748,0.9975642
3749,0.9980928
3750,0.99768203
3751,0.99728703
3752,0.99585897
3753,0.9972886
3754,0.99503154
3755,0.9971883
3756,0.99369204
3757,0.9961761
3758,0.9967667
3759,0.99502313
3760,0.9701845
3761,0.9971168
3762,0.99640584
3763,0.99738777
3764,0.997037
3765,0.99719536
3766,0.9993775
3767,0.9973819
3768,0.99654055
3769,0.99555427
3770,0.9959683
3771,0.99547493
3772,0.9859003
3773,0.9975693
3774,0.9972895
3775,0.9984479
3776,0.995925
3777,0.9974843
3778,0.9986305
3779,0.9943218
3780,0.99691004
3781,0.9969462
3782,0.9954821
3783,0.99656236
3784,0.99664384
3785,0.9929974
3786,0.9954215
3787,0.9967596
3788,0.9973811
3789,0.9974911
3790,0.9979838
3791,0.9788615
3792,0.9975406
3793,0.9907887
3794,0.99638677
3795,0.9942037
3796,0.99405843
3797,0.99804986
3798,0.99719393
3799,0.99595284
3800,0.99798167
3801,0.9906313
3802,0.9926368
3803,0.981022
3804,0.99170786
3805,0.9955424
3806,0.99713063
3807,0.9969729
3808,0.9941492
3809,0.9945406
3810,0.99536335
3811,0.99779904
3812,0.99768794
3813,0.9956726
3814,0.99709463
3815,0.9969721
3816,0.9862746
3817,0.9963256
3818,0.99080646
3819,0.9863627
3820,0.99665475
3821,0.9903312
3822,0.9967865
3823,0.9909904
3824,0.99376595
3825,0.99783915
3826,0.99569196
3827,0.99340147
3828,0.9972596
3829,0.98828113
3830,0.9985976
3831,0.99809265
3832,0.99738264
3833,0.9977445
3834,0.9966372
3835,0.9967053
3836,0.99781466
3837,0.9969505
3838,0.99313486
3839,0.99715745
3840,0.995087
3841,0.99512935
3842,0.9958992
3843,0.983489
3844,0.99078107
3845,0.9953994
3846,0.9954424
3847,0.9960526
3848,0.99584305
3849,0.99884224
3850,0.997262
3851,0.9980601
3852,0.9970492
3853,0.9974836
3854,0.99761844
3855,0.99453855
3856,0.99658954
3857,0.99473
3858,0.9982238
3859,0.9974679
3860,0.9935305
3861,0.99566615
3862,0.99517775
3863,0.9984722
3864,0.99595034
3865,0.98738766
3866,0.99978983
3867,0.9970796
3868,0.97902846
3869,0.983497
3870,0.99323773
3871,0.99726516
3872,0.9971064
3873,0.99454606
3874,0.99796486
3875,0.9945687
3876,0.9985982
3877,0.99823546
3878,0.9973073
3879,0.9976795
3880,0.9897748
3881,0.9982553
3882,0.99606615
3883,0.9985545
3884,0.9969381
3885,0.99744534
3886,0.9931021
3887,0.99730605
3888,0.99645805
3889,0.9967736
3890,0.99507344
3891,0.98865205
3892,0.9942337
3893,0.99616104
3894,0.9972704
3895,0.9959202
3896,0.99465847
3897,0.9989662
3898,0.99114525
3899,0.99274194
3900,0.99653006
3901,0.99634624
3902,0.9960233
3903,0.99241805
3904,0.9967692
3905,0.99866694
3906,0.9977989
3907,0.9961959
3908,0.99999976
3909,0.998476
3910,0.9975027
3911,0.9927977
3912,0.9982985
3913,0.9981041
3914,0.9971086
3915,0.99378884
3916,0.9971322
3917,0.9971685
3918,0.9816922
3919,0.997901
3920,0.99454606
3921,0.9969451
3922,0.98653746
3923,0.99652267
3924,0.9952291
3925,0.9999993
3926,0.99798816
3927,0.9964751
3928,0.99862313
3929,0.99762523
3930,0.9967735
3931,0.9901025
3932,0.9862888
3933,0.9950545
3934,0.9998297
3935,0.9971682
3936,0.9969461
3937,0.99699134
3938,0.99835837
3939,0.98071426
3940,0.9982457
3941,0.99799967
3942,0.9985221
3943,0.99468684
3944,0.99560463
3945,0.9997607
3946,0.99858606
3947,0.99542594
3948,0.9971627
3949,0.9806943
3950,0.9966388
3951,0.99777496
3952,0.995252
3953,0.9956253
3954,0.99760395
3955,0.99560416
3956,0.99193394
3957,0.9934963
3958,1.0
3959,0.9972867
3960,0.99623907
3961,0.9970803
3962,0.9944154
3963,0.9915177
3964,0.99722666
3965,0.9826286
3966,0.99571633
3967,0.99616003
3968,0.9886669
3969,0.9985113
3970,0.9949596
3971,0.98522127
3972,0.991946
3973,0.9965081
3974,0.99133915
3975,0.9990915
3976,0.9939017
3977,0.9960527
3978,0.99791515
3979,0.98817515
3980,0.99747956
3981,0.9968349
3982,0.9978954
3983,0.9685853
3984,0.99446976
3985,0.99545217
3986,0.99439514
3987,0.9887856
3988,0.9979019
3989,0.98294294
3990,0.9982554
3991,0.99646336
3992,0.9962567
3993,0.99450666
3994,0.99222505
3995,0.99672216
3996,0.99524915
3997,0.9982685
3998,0.9868045
3999,0.9966597
4000,0.99818534
4001,0.9941319
4002,0.994582
4003,0.99584293
4004,0.9970449
4005,0.99859726
4006,0.99640214
4007,0.9965279
4008,0.99311733
4009,0.9952033
4010,0.9972984
4011,0.9981792
4012,0.9986422
4013,0.99874175
4014,0.9991486
4015,0.99571544
4016,0.99748695
4017,0.99032766
4018,0.99777067
4019,0.9986824
4020,0.9615574
4021,0.99697757
4022,0.9963681
4023,0.9972471
4024,0.99614584
4025,0.9944715
4026,0.9952506
4027,0.99716187
4028,0.9991708
4029,0.9877068
4030,0.9953532
4031,0.9985517
4032,0.99988735
4033,0.99436295
4034,0.9978521
4035,0.99705935
4036,0.9947101
4037,0.9903114
4038,0.995401
4039,0.97118294
4040,0.99555796
4041,0.99651164
4042,0.99603194
4043,0.994601
4044,0.9953306
4045,0.99809873
4046,0.9887766
4047,0.9952495
4048,0.99673736
4049,0.9946358
4050,0.995757
4051,0.99802476
4052,0.9980471
4053,0.9988208
4054,0.9969199
4055,0.9927628
4056,0.9984021
4057,0.9993651
4058,0.99637467
4059,0.99725926
4060,0.9973123
4061,0.99704605
4062,0.9972266
4063,0.9909642
4064,0.9915155
4065,0.9992709
4066,0.99735653
4067,0.9963081
4068,0.99535346
4069,0.9843049
4070,0.99667954
4071,0.9961846
4072,0.9948275
4073,0.9954618
4074,0.9947376
4075,0.99481153
4076,0.99679077
4077,0.9965582
4078,0.9896395
4079,0.9962437
4080,0.9964954
4081,0.9960547
4082,0.99789834
4083,0.9955764
4084,0.9975126
4085,0.99777997
4086,0.99724525
4087,0.99901164
4088,0.99502337
4089,0.9983504
4090,0.99715865
4091,0.99745667
4092,0.9972171
4093,0.9968543
4094,0.9996639
4095,0.99440205
4096,0.9975065
4097,0.99037004
4098,0.99671555
4099,0.9961597
4100,0.9991881
4101,0.9946327
4102,0.99743134
4103,0.9972771
4104,0.9972445
4105,0.99336094
4106,0.97925586
4107,0.99613154
4108,0.9853264
4109,0.99734294
4110,0.99991786
4111,0.92896533
4112,0.99394655
4113,0.99762976
4114,0.9991984
4115,0.99635077
4116,0.99319255
4117,0.99829984
4118,0.99506575
4119,0.9962744
4120,0.9925413
4121,0.9857162
4122,0.99621713
4123,0.9966396
4124,0.9966448
4125,0.9918353
4126,0.9963626
4127,0.9928883
4128,0.9970593
4129,0.990062
4130,0.99741757
4131,0.99563086
4132,0.9851332
4133,0.99732935
4134,0.9858629
4135,0.99789864
4136,0.9972075
4137,0.9943012
4138,0.99170536
4139,0.99670905
4140,0.99879754
4141,0.9973215
4142,0.99190545
4143,0.9995706
4144,0.9973716
4145,0.9968674
4146,0.99921685
4147,0.99457794
4148,0.99632525
4149,0.99613523
4150,0.9932914
4151,0.99738276
4152,0.98754823
4153,0.99725825
4154,0.99725825
4155,0.9954765
4156,0.99661076
4157,0.99137735
4158,0.9987134
4159,0.9978688
4160,0.9945939
4161,0.993472
4162,0.9922497
4163,0.99875724
4164,0.996608
4165,0.9431843
4166,0.9910454
4167,0.99678636
4168,0.99863017
4169,0.9973959
4170,0.9931463
4171,0.99664706
4172,0.9951415
4173,0.99409354
4174,0.9974438
4175,0.9990735
4176,0.9930225
4177,0.9962909
4178,0.9947897
4179,0.9957353
4180,0.9977412
4181,0.9893906
4182,0.99734616
4183,0.9954818
4184,0.995154
4185,0.9932692
4186,0.99685025
4187,0.9780035
4188,0.99559814
4189,0.99806273
4190,0.9971876
4191,0.9976047
4192,0.9954916
4193,0.99758637
4194,0.9971223
4195,0.9979804
4196,0.9982857
4197,0.9977621
4198,0.99506986
4199,0.99833626
4200,0.9973488
4201,0.98194724
4202,0.99850154
4203,0.997935
4204,0.99128723
4205,0.995353
4206,0.99647903
4207,0.9967482
4208,0.9983592
4209,0.9975468
4210,0.994844
4211,0.9965725
4212,0.99604046
4213,0.9938943
4214,0.98373604
4215,0.9941174
4216,0.9939089
4217,0.9979944
4218,0.99692565
4219,0.9943787
4220,0.99524164
4221,0.98398185
4222,0.9995174
4223,0.9972562
4224,0.99686205
4225,0.98567027
4226,0.9970937
4227,0.9969993
4228,0.9998767
4229,0.9991691
4230,0.9984881
4231,0.9951316
4232,0.9993211
4233,0.99515665
4234,0.9969892
4235,0.99745053
4236,0.99753106
4237,0.9954301
4238,0.9950781
4239,0.9969808
4240,0.9953581
4241,0.9971169
4242,0.99535024
4243,0.9973711
4244,0.9972122
4245,0.9962438
4246,0.9965098
4247,0.9956906
4248,0.9987847
4249,0.9948667
4250,0.9955312
4251,0.9975729
4252,0.99418867
4253,0.9971628
4254,0.99715865
4255,0.9992434
4256,0.9983278
4257,0.9973397
4258,0.9892278
4259,0.99664664
4260,0.996264
4261,0.9937749
4262,0.9954934
4263,0.9972348
4264,0.9960245
4265,0.99618304
4266,0.9977778
4267,0.9950847
4268,0.99526733
4269,0.9924407
4270,0.99460316
4271,0.9983791
4272,0.9969522
4273,0.99680346
4274,0.994716
4275,0.993701
4276,0.9957494
4277,0.9954719
4278,0.99730825
4279,0.99690604
4280,0.9875895
4281,0.99865246
4282,0.995519
4283,0.99668145
4284,0.9973906
4285,0.9912274
4286,0.99873555
4287,0.9981928
4288,0.9940827
4289,0.9948461
4290,0.9948461
4291,0.9948461
4292,0.9948461
4293,0.9948461
4294,0.9948461
4295,0.9948461
4296,0.9948461
4297,0.9948461
4298,0.997655
4299,0.9933536
4300,0.99746835
4301,0.99328554
4302,0.99414325
4303,0.99782455
4304,0.9989693
4305,0.99692756
4306,0.99429643
4307,0.9975463
4308,0.9986026
4309,0.9953445
4310,0.998135
4311,0.99655545
4312,0.9968939
4313,0.9993713
4314,0.9982053
4315,0.98492664
4316,0.93873775
4317,0.99701154
4318,0.9964565
4319,0.99684453
4320,0.99799454
4321,0.99677396
4322,0.99571455
4323,0.9971196
4324,0.99813163
4325,0.99620295
4326,0.99358594
4327,0.99718964
4328,0.9949778
4329,0.99553806
4330,0.9978467
4331,0.9953294
4332,0.99802226
4333,0.9970205
4334,0.9942131
4335,0.9914137
4336,0.99267
4337,0.99678075
4338,0.9966394
4339,0.9971682
4340,0.99552464
4341,0.9976059
4342,0.99959373
4343,0.9966886
4344,0.9970733
4345,0.99393713
4346,0.99611795
4347,0.99409544
4348,0.99753547
4349,0.9953918
4350,0.9954603
4351,0.9987195
4352,0.9971616
4353,0.9974879
4354,0.9901047
4355,0.9968854
4356,0.9962002
4357,0.9971278
4358,0.99801654
4359,0.997198
4360,0.99523735
4361,0.99280596
4362,0.99779046
4363,0.9968282
4364,0.9939387
4365,0.99626565
4366,0.99751234
4367,0.9897967
4368,0.9955484
4369,0.99542683
4370,0.9957151
4371,0.9974059
4372,0.995064
4373,0.99566853
4374,0.996379
4375,0.99421775
4376,0.987705
4377,0.99951214
4378,0.9993707
4379,0.99888206
4380,0.99635863
4381,0.99755335
4382,0.97572756
4383,0.99533343
4384,0.984462
4385,0.99755895
4386,0.99698615
4387,0.9950667
4388,0.997292
4389,0.9980643
4390,0.9976646
4391,0.9920312
4392,0.9975075
4393,0.9964673
4394,0.9976704
4395,0.99601835
4396,0.99198306
4397,0.99906564
4398,0.9965199
4399,0.9964214
4400,0.9976878
4401,0.98395526
4402,0.99636805
4403,0.993419
4404,0.99964774
4405,0.99782187
4406,0.9975557
4407,0.99299324
4408,0.9864199
4409,0.9969961
4410,0.99614936
4411,0.9963783
4412,0.99877185
4413,0.9958579
4414,0.99741524
4415,0.98201865
4416,0.99788475
4417,0.9960493
4418,0.99599725
4419,0.9989252
4420,0.9970503
4421,0.99656343
4422,0.9962257
4423,0.996741
4424,0.9973098
4425,0.99791807
4426,0.99656045
4427,0.9964089
4428,0.9989187
4429,0.9943676
4430,0.99567914
4431,0.99698186
4432,0.9941523
4433,0.99405634
4434,0.99852896
4435,0.99543166
4436,0.99352837
4437,0.9994166
4438,0.99262524
4439,0.9933028
4440,0.9971367
4441,0.9969282
4442,0.99883556
4443,0.9970963
4444,0.9922289
4445,0.9945191
4446,0.99909985
4447,0.9998888
4448,0.9955898
4449,0.9978227
4450,0.9976579
4451,0.9976828
4452,0.99926895
4453,0.9990475
4454,0.9963908
4455,0.99653256
4456,0.99093217
4457,0.99661636
4458,0.99725765
4459,0.99667925
4460,0.9988954
4461,0.9972702
4462,0.9980904
4463,0.9982438
4464,0.9967027
4465,0.9970695
4466,0.998014
4467,0.9992175
4468,0.9989019
4469,0.9977627
4470,0.98475933
4471,0.99698085
4472,0.99598444
4473,0.9962108
4474,0.99716127
4475,0.99615216
4476,0.9952941
4477,0.9898716
4478,0.9984928
4479,0.99613786
4480,0.99648356
4481,0.9764235
4482,0.9952257
4483,0.9955263
4484,0.9965061
4485,0.9965532
4486,0.9976567
4487,0.99023473
4488,0.9987514
4489,0.9937872
4490,0.99688494
4491,0.9961624
4492,0.99426484
4493,0.9860889
4494,0.9940121
4495,0.99710083
4496,0.9972246
4497,0.9961628
4498,0.99819434
4499,0.99679136
4500,0.9926516
4501,0.99931395
4502,0.9970821
4503,0.99286675
4504,0.98862565
4505,0.99546796
4506,0.9987072
4507,0.9984592
4508,0.9974872
4509,0.9972135
4510,0.9934829
4511,0.99630785
4512,0.9958874
4513,0.9946029
4514,0.99640477
4515,0.9973382
4516,0.99704254
4517,0.9912764
4518,0.99826324
4519,0.99931365
4520,0.9911905
4521,0.99756783
4522,0.99772537
4523,0.9935459
4524,0.99490285
4525,0.99902165
4526,0.9942949
4527,0.99651456
4528,0.9963511
4529,0.9972358
4530,0.99860317
4531,0.99334896
4532,0.997391
4533,0.99749625
4534,0.995123
4535,0.996772
4536,0.99318266
4537,0.99149215
4538,0.9975282
4539,0.99052286
4540,0.99286646
4541,0.9928275
4542,0.99711
4543,0.9979936
4544,0.99756694
4545,0.9981216
4546,0.9964571
4547,0.9917465
4548,0.9992168
4549,0.9943997
4550,0.99555135
4551,0.9751282
4552,0.9967208
4553,0.98937273
4554,0.9955713
4555,0.9746316
4556,0.9968728
4557,0.99792206
4558,0.9965987
4559,0.99522865
4560,0.99612224
4561,0.996983
4562,0.99272764
4563,0.9997012
4564,0.9979686
4565,0.98524517
4566,0.9976884
4567,0.99696684
4568,0.99610543
4569,0.99713635
4570,0.9907621
4571,0.99772483
4572,0.9952965
4573,0.9926341
4574,0.9947071
4575,0.995911
4576,1.0
4577,0.9995308
4578,0.9952756
4579,0.9950712
4580,0.99872136
4581,0.9959507
4582,0.9577086
4583,0.9970147
4584,0.9967232
4585,0.9973633
4586,0.98212945
4587,0.9973812
4588,0.99561447
4589,0.9954798
4590,0.99702454
4591,0.99731076
4592,0.9971577
4593,0.9949691
4594,0.99687326
4595,0.9980478
4596,0.9915794
4597,0.9938692
4598,0.9790155
4599,0.9897987
4600,0.99553895
4601,0.995072
4602,0.99751544
4603,0.9963962
4604,0.99635816
4605,0.995303
4606,0.99239665
4607,0.9967104
4608,0.9975664
4609,0.9794577
4610,0.9955463
4611,0.9585328
4612,0.99787843
4613,0.9969411
4614,0.99704367
4615,0.99231553
4616,0.99970126
4617,0.99697405
4618,0.9961525
4619,0.9964149
4620,0.9973978
4621,0.99160093
4622,0.9990035
4623,0.99555266
4624,0.9969194
4625,0.99660647
4626,0.9778964
4627,0.9963422
4628,0.9343
4629,0.9986061
4630,0.9947927
4631,0.9965979
4632,0.9960214
4633,0.9964751
4634,0.9972104
4635,0.99659705
4636,0.99797857
4637,0.9971802
4638,0.9978206
4639,0.99638
4640,0.99485
4641,0.99485695
4642,0.9870188
4643,0.97777337
4644,0.9966364
4645,0.9964628
4646,0.9951279
4647,0.9955565
4648,0.9897571
4649,0.9978769
4650,0.98892665
4651,0.99874574
4652,0.97324246
4653,0.9925536
4654,0.9962871
4655,0.99536955
4656,0.9973565
4657,0.997118
4658,0.99700797
4659,0.99724936
4660,0.99745524
4661,0.99715364
4662,0.98746073
4663,0.99727345
4664,0.99522585
4665,0.9953989
4666,0.99703765
4667,0.9965023
4668,0.99762404
4669,0.9977635
4670,0.9961963
4671,0.9949826
4672,0.9957658
4673,0.99579704
4674,0.99874115
4675,0.9945156
4676,0.9940506
4677,0.9972898
4678,0.99694145
4679,0.9997486
4680,0.9965677
4681,0.9887452
4682,0.9910225
4683,0.9986995
4684,0.9943961
4685,0.98547196
4686,0.9967686
4687,0.99746555
4688,0.997543
4689,0.99631107
4690,0.983683
4691,0.9976553
4692,0.9959339
4693,0.8963062
4694,0.9974335
4695,0.99850863
4696,0.99479145
4697,0.9960785
4698,0.98985696
4699,0.99517846
4700,0.99808604
4701,0.9882133
4702,0.9966965
4703,0.99429303
4704,0.99543035
4705,0.9863831
4706,0.9968828
4707,0.9901116
4708,0.9906875
4709,0.9977745
4710,0.9964767
4711,0.99750614
4712,0.9930701
4713,0.9980538
4714,0.99491906
4715,0.9903572
4716,0.9962065
4717,0.99621147
4718,0.9960011
4719,0.9031828
4720,0.99726087
4721,0.9813396
4722,0.9986792
4723,0.99429363
4724,0.98927975
4725,0.9976086
4726,0.9801336
4727,0.9967274
4728,0.9995465
4729,0.9965025
4730,0.99461937
4731,0.99546313
4732,0.9969878
4733,0.9989774
4734,0.9977151
4735,0.99607444
4736,0.9970627
4737,0.99635553
4738,0.9929583
4739,0.9979291
4740,0.9941445
4741,0.9984079
4742,0.9968945
4743,0.9955623
4744,0.98855555
4745,0.99913126
4746,0.99660707
4747,0.9974912
4748,0.9967879
4749,0.99687254
4750,0.9958874
4751,0.9949355
4752,0.99076
4753,0.9952769
4754,0.98475707
4755,0.9964267
4756,0.99926406
4757,0.9958104
4758,0.99401176
4759,0.98008716
4760,0.99678665
4761,0.9969157
4762,0.9999409
4763,0.9978117
4764,0.99778485
4765,0.99514806
4766,0.9977219
4767,0.9976009
4768,0.9941645
4769,0.9997082
4770,0.9981362
4771,0.9958391
4772,0.9934014
4773,0.9981845
4774,0.996122
4775,0.9990853
4776,0.99743855
4777,0.9958938
4778,0.9939275
4779,0.9966842
4780,0.9954122
4781,0.9962802
4782,0.9958993
4783,0.99633473
4784,0.9970441
4785,0.97347796
4786,0.99855566
4787,0.99597585
4788,0.98617804
4789,0.9951917
4790,0.9890018
4791,0.9912159
4792,0.98326886
4793,0.9979491
4794,0.99825466
4795,0.99609745
4796,0.99955654
4797,0.9962206
4798,0.99727666
4799,0.99760306
4800,0.9817389
4801,0.99789476
4802,0.9958985
4803,0.99095464
4804,0.94031084
4805,0.99864304
4806,0.99157
